,county,state,population,dc,obs_dr,pred_dr,pred_dc,pred_dr_err_low,pred_dr_err_upp,pred_dc_err_low,pred_dc_err_upp
1514,Mississippi,MO,14442,4.0,2.7696994876055947,4.130978424367023e-05,6.0,2.819071468198874e-05,5.6368259067797325e-05,2.0,10.0
1515,Moniteau,MO,12298,2.0,1.6262806960481375,3.912340873616867e-05,5.0,2.469310029546227e-05,5.246954089848414e-05,1.0,8.0
1516,Monroe,MO,9104,6.0,6.590509666080843,4.9261218185951736e-05,4.0,3.398454664462598e-05,6.616528483955609e-05,1.0,8.0
1517,Montgomery,MO,11355,3.0,2.6420079260237777,4.1643223929523213e-05,5.0,2.685571493470628e-05,5.6357795171619396e-05,1.0,8.0
1518,Morgan,MO,15574,7.0,4.494670604854244,4.5521286614227076e-05,7.0,3.0849471852293304e-05,5.923631059798398e-05,3.0,12.0
1519,New madrid,MO,20928,0.0,0.0,3.059026867591984e-05,6.0,1.9979924294688648e-05,4.364548304389945e-05,2.0,11.0
1520,Newton,MO,44445,14.0,3.1499606254921813,3.8355215212214594e-05,17.0,2.7214001552266203e-05,4.8230432587295924e-05,9.0,25.0
1521,Nodaway,MO,21709,4.0,1.8425537795384408,3.664144223489318e-05,8.0,2.4127117796856062e-05,4.868788097793171e-05,3.0,13.0
1522,Oregon,MO,9470,0.0,0.0,3.7516190772496194e-05,3.0,2.3430727610857125e-05,5.099684001748469e-05,0.0,6.0
1523,Osage,MO,12018,7.0,5.82459643867532,4.8488407481841686e-05,6.0,3.397712797330388e-05,6.488342551246266e-05,2.0,10.0
1524,Ozark,MO,8598,6.0,6.978367062107468,4.96855886672324e-05,4.0,3.2676330872781386e-05,6.533650599716067e-05,0.0,7.0
1525,Pemiscot,MO,21921,5.0,2.280917841339355,3.800363841545419e-05,8.0,2.5809752713554948e-05,5.0065709822104465e-05,3.0,13.0
1526,Perry,MO,16648,4.0,2.402691013935608,3.958391348282384e-05,6.0,2.727553934063948e-05,5.3589543016906646e-05,2.0,11.0
1527,Pettis,MO,35437,9.0,2.539718373451477,3.656910522968416e-05,13.0,2.5036190950336803e-05,4.683931698040726e-05,5.0,19.0
1528,Phelps,MO,35248,10.0,2.8370403994552884,3.759293029477931e-05,13.0,2.606737515394991e-05,4.9566704376850744e-05,6.0,20.0
1529,Pike,MO,15969,4.0,2.5048531529839067,3.996663598702067e-05,6.0,2.6490684735776084e-05,5.349669331094789e-05,1.0,10.0
1530,Platte,MO,57867,6.0,1.0368603867489243,2.532901270592407e-05,15.0,1.730780218230171e-05,3.329466896025307e-05,7.0,22.0
1531,Polk,MO,21826,4.0,1.8326766242096584,3.678240824157647e-05,8.0,2.5027736458679657e-05,4.9511427694715975e-05,3.0,13.0
1532,Pulaski,MO,41307,2.0,0.4841794368993149,2.5763869794740095e-05,10.0,1.720918484244542e-05,3.4653601578389766e-05,5.0,17.0
1533,Putnam,MO,5079,2.0,3.937783028155149,4.537428514571306e-05,2.0,2.924878471978785e-05,6.073218208574261e-05,0.0,4.0
1534,Ralls,MO,8476,4.0,4.719207173194903,4.5999075000529805e-05,4.0,3.202670745976617e-05,6.325621363039077e-05,1.0,7.0
1535,Randolph,MO,24370,10.0,4.1034058268362745,4.380827249565635e-05,10.0,3.0646702235160705e-05,5.6925888893641854e-05,4.0,16.0
1536,Ray,MO,21971,4.0,1.8205816758454323,3.66754996421781e-05,8.0,2.4598992180876308e-05,4.882640076130702e-05,3.0,13.0
1537,Reynolds,MO,6661,3.0,4.5038282540159145,4.5464513575649724e-05,3.0,2.91032307043119e-05,6.033697444830842e-05,0.0,6.0
1538,Ripley,MO,12303,2.0,1.6256197675363733,3.947151078200858e-05,5.0,2.5512696651748125e-05,5.333555605074096e-05,0.0,8.0
1539,Saline,MO,23523,11.0,4.676274284742592,4.620253254753205e-05,11.0,3.2814387412303634e-05,5.936423853107366e-05,5.0,17.0
1540,Schuyler,MO,4236,1.0,2.3607176581680838,4.3918260267593713e-05,2.0,2.736222162191817e-05,5.946002185698849e-05,0.0,4.0
1541,Scotland,MO,4822,2.0,4.14765657403567,4.5444959443443585e-05,2.0,2.9386518335438705e-05,6.152764846777752e-05,0.0,4.0
1542,Scott,MO,39376,10.0,2.5396180414465666,3.588059573006873e-05,14.0,2.564659508342363e-05,4.684283515688826e-05,6.0,21.0
1543,Shannon,MO,7613,2.0,2.6270852489163268,4.280528075014939e-05,3.0,2.830009273559264e-05,5.8787586744415523e-05,0.0,6.0
1544,Shelby,MO,6942,6.0,8.64304235090752,5.170501041027249e-05,3.0,3.51018838888801e-05,6.922505700791324e-05,0.0,6.0
1545,St. charles,MO,212907,0.0,0.0,7.806361245063793e-06,16.0,5.2194132318525986e-06,1.0902761862842783e-05,7.0,25.0
1546,St. clair,MO,8457,0.0,0.0,3.806866061257322e-05,3.0,2.51949336090175e-05,5.308776336801112e-05,0.0,6.0
1547,St. francois,MO,48904,0.0,0.0,2.1290803380060855e-05,10.0,1.3432272410288577e-05,2.9332920864716986e-05,4.0,16.0
1548,St. louis city,MO,396685,0.0,0.0,4.4572473385211275e-06,17.0,2.8279488768118463e-06,6.130179208261271e-06,8.0,27.0
1549,St. louis,MO,993529,0.0,0.0,1.8661532081836618e-06,18.0,1.184210082494485e-06,2.5805657471832016e-06,9.0,28.0
1550,Ste. genevieve,MO,16037,0.0,0.0,3.33646689177832e-05,5.0,2.14308318232477e-05,4.606422587838938e-05,1.0,9.0
1551,Stoddard,MO,28895,10.0,3.4608063678837166,4.1053104730478536e-05,12.0,2.9828837222411122e-05,5.459430488324681e-05,5.0,18.0
1552,Stone,MO,19078,6.0,3.144983750917287,4.1493431350771735e-05,8.0,2.8521216824915922e-05,5.513837288851718e-05,2.0,12.0
1553,Sullivan,MO,6326,2.0,3.1615554852987677,4.3920389598289495e-05,3.0,2.9028653954408e-05,5.9241228847030936e-05,0.0,5.0
1554,Taney,MO,25561,13.0,5.0858730096631595,4.7693163552096236e-05,12.0,3.441440787836286e-05,6.198893841187337e-05,5.0,18.0
1555,Texas,MO,21476,10.0,4.656360588563978,4.5853646393518785e-05,10.0,3.288618812306426e-05,6.056555559584997e-05,4.0,15.0
1556,Vernon,MO,19041,7.0,3.6762775064334856,4.267364742525695e-05,8.0,2.972208815664537e-05,5.66575893451293e-05,3.0,13.0
1557,Warren,MO,19534,6.0,3.07156752329272,4.095859904509604e-05,8.0,2.8529634673621794e-05,5.4390140758680766e-05,3.0,13.0
1558,Washington,MO,20380,4.0,1.9627085377821396,3.737391239579749e-05,8.0,2.4046597667060336e-05,4.952229219912016e-05,2.0,12.0
1559,Wayne,MO,11543,1.0,0.8663259118080221,3.753256850874901e-05,4.0,2.5443299145086703e-05,5.342523767636121e-05,1.0,8.0
1560,Webster,MO,23753,5.0,2.1049972635035568,3.699010916034099e-05,9.0,2.5433421804585945e-05,4.976827696593755e-05,3.0,14.0
1561,Worth,MO,2440,2.0,8.196721311475411,4.765960147147191e-05,1.0,3.058828277521203e-05,6.457978180322323e-05,0.0,3.0
1562,Wright,MO,16758,9.0,5.370569280343718,4.8102963020472667e-05,8.0,3.317871250980564e-05,6.23572601562962e-05,3.0,13.0
1563,Beaverhead,MT,8424,2.0,2.374169040835708,4.202704548232757e-05,3.0,2.7477644913271903e-05,5.673619558931247e-05,0.0,6.0
1564,Big horn,MT,11337,0.0,0.0,3.622830996058116e-05,4.0,2.322804843915566e-05,5.007619092652605e-05,0.0,7.0
1565,Blaine,MT,6728,2.0,2.972651605231867,4.327073617064995e-05,3.0,2.7636870486659264e-05,5.8992527228297465e-05,0.0,5.0
1566,Broadwater,MT,3318,1.0,3.0138637733574445,4.451384965222438e-05,1.0,2.8901426475426148e-05,6.119820530659102e-05,0.0,3.0
1567,Carbon,MT,8080,3.0,3.7128712871287126,4.447839120904662e-05,3.0,2.8757172434188997e-05,5.9326428218383164e-05,0.0,6.0
1568,Carter,MT,1503,0.0,0.0,4.446858867507038e-05,0.0,2.851210164797394e-05,6.184322847196532e-05,0.0,2.0
1569,Cascade,MT,77691,25.0,3.2178759444465896,3.707708013624615e-05,28.0,2.8310672798678696e-05,4.652013653219776e-05,17.0,39.0
1570,Chouteau,MT,5452,2.0,3.6683785766691117,4.4852294828626895e-05,2.0,3.0077308034589562e-05,6.151696573491359e-05,0.0,5.0
1571,Custer,MT,11697,2.0,1.7098401299478498,3.9516156576604945e-05,4.0,2.6437256909004735e-05,5.434071636787827e-05,1.0,8.0
1572,Daniels,MT,2266,2.0,8.826125330979703,4.756217630571421e-05,1.0,3.0270917599672332e-05,6.333725986431357e-05,0.0,3.0
1573,Dawson,MT,9505,2.0,2.1041557075223567,4.1441552177830185e-05,4.0,2.6505310825489002e-05,5.5259315470557535e-05,1.0,7.0
1574,Deer lodge,MT,10278,0.0,0.0,3.707159141509461e-05,4.0,2.3719751837117436e-05,5.185320279689545e-05,1.0,7.0
1575,Fallon,MT,3103,1.0,3.2226877215597813,4.4495716171012915e-05,1.0,2.7716978471993557e-05,6.063171656734124e-05,0.0,3.0
1576,Fergus,MT,12083,3.0,2.4828271124720684,4.0988692833712705e-05,5.0,2.7491628331607445e-05,5.5843682747738954e-05,0.0,8.0
1577,Flathead,MT,59218,8.0,1.35094059238745,2.7002083121713912e-05,16.0,1.914796900975282e-05,3.5703825949044165e-05,8.0,24.0
1578,Gallatin,MT,50463,5.0,0.9908249608624141,2.6234141274442123e-05,13.0,1.8039417368152407e-05,3.4871634276427704e-05,6.0,20.0
1579,Garfield,MT,1589,0.0,0.0,4.392493218159473e-05,1.0,2.7496073232768776e-05,6.092444745487383e-05,0.0,2.0
1580,Glacier,MT,12121,5.0,4.125072188763303,4.496334320973761e-05,5.0,3.043400759692839e-05,6.114098388646607e-05,1.0,9.0
1581,Golden valley,MT,912,0.0,0.0,4.501437183122239e-05,0.0,2.9286526382316326e-05,6.196310301528034e-05,0.0,1.0
1582,Granite,MT,2548,2.0,7.849293563579277,4.794867605075807e-05,1.0,3.2147867742553426e-05,6.669746985123333e-05,0.0,3.0
1583,Hill,MT,17654,1.0,0.5664438654129376,3.4094868495601055e-05,6.0,2.2245616073758585e-05,4.6803911056518915e-05,1.0,10.0
1584,Jefferson,MT,7939,0.0,0.0,3.863732815588489e-05,3.0,2.5048827624647002e-05,5.386134280453546e-05,0.0,6.0
1585,Judith basin,MT,2282,0.0,0.0,4.353350702589816e-05,1.0,2.8072179363116802e-05,6.060934758349625e-05,0.0,2.0
1586,Lake,MT,21041,9.0,4.277363243191863,4.430261419565875e-05,9.0,3.185636375099273e-05,5.865288652082964e-05,3.0,14.0
1587,Lewis and clark,MT,47495,0.0,0.0,2.1622343399683903e-05,10.0,1.3992357514469517e-05,2.9168597795717224e-05,4.0,16.0
1588,Liberty,MT,2295,1.0,4.3572984749455355,4.546439681428037e-05,1.0,2.9926242245931395e-05,6.280051462913611e-05,0.0,3.0
1589,Lincoln,MT,17481,5.0,2.8602482695497966,4.060345567063296e-05,7.0,2.638984566769432e-05,5.315407971953717e-05,3.0,12.0
1590,Madison,MT,5989,1.0,1.6697278343629989,4.232686298119884e-05,2.0,2.7478598330045394e-05,5.9120164507179366e-05,0.0,5.0
1591,Mccone,MT,2276,0.0,0.0,4.401044807800437e-05,1.0,2.8085639180393492e-05,6.045383020725454e-05,0.0,2.0
1592,Meagher,MT,1819,1.0,5.497526113249038,4.593970772310264e-05,1.0,2.9187330236187917e-05,6.231535113932395e-05,0.0,2.0
1593,Mineral,MT,3315,2.0,6.033182503770739,4.652897421045735e-05,1.0,3.1779552779722775e-05,6.518834556639016e-05,0.0,3.0
1594,Missoula,MT,78687,15.0,1.9062869343093525,2.856970238730492e-05,22.0,2.1125666282176074e-05,3.698933149310839e-05,11.0,31.0
1595,Musselshell,MT,4106,2.0,4.870920603994156,4.5896270403178766e-05,2.0,3.067793838874977e-05,6.353918818192931e-05,0.0,4.0
1596,Park,MT,14562,5.0,3.433594286499108,4.292964199496123e-05,6.0,2.912154371696803e-05,5.747008137157792e-05,1.0,10.0
1597,Petroleum,MT,519,0.0,0.0,4.529138352624155e-05,0.0,3.0219820991011048e-05,6.398479512044055e-05,0.0,1.0
1598,Phillips,MT,5163,2.0,3.8737168312996326,4.47368481948824e-05,2.0,2.8813189809742475e-05,6.122829918818493e-05,0.0,5.0
1599,Pondera,MT,6433,2.0,3.1089693766516397,4.391661113141821e-05,3.0,3.009130547354314e-05,6.048120194749751e-05,0.0,5.0
1600,Powder river,MT,2090,0.0,0.0,4.3696700949573236e-05,1.0,2.811417711869869e-05,5.956201686795152e-05,0.0,2.0
1601,Powell,MT,6620,3.0,4.531722054380665,4.604034659919199e-05,3.0,3.155714193176171e-05,6.327463163717765e-05,0.0,6.0
1602,Prairie,MT,1383,0.0,0.0,4.419419618134129e-05,0.0,2.8892814294308452e-05,6.243035911823051e-05,0.0,2.0
1603,Ravalli,MT,25010,3.0,1.1995201919232308,3.325939090150927e-05,8.0,2.256598767236462e-05,4.527750523978215e-05,3.0,13.0
1604,Richland,MT,10716,4.0,3.7327360955580446,4.3854090097272285e-05,5.0,2.8340485963953672e-05,5.775021062294332e-05,1.0,8.0
1605,Roosevelt,MT,10999,5.0,4.545867806164197,4.521003193649381e-05,5.0,3.017102225341291e-05,6.061993166158101e-05,0.0,8.0
1606,Rosebud,MT,10505,1.0,0.951927653498334,3.867310483851887e-05,4.0,2.3946985701626954e-05,5.1868523503396156e-05,0.0,7.0
1607,Sanders,MT,8669,2.0,2.307071173145692,4.209954118361542e-05,4.0,2.861717219082629e-05,5.824515862243957e-05,1.0,7.0
1608,Sheridan,MT,4732,1.0,2.113271344040575,4.381541755772344e-05,2.0,2.837439106256234e-05,5.895862792195355e-05,0.0,4.0
1609,Silver bow,MT,33941,0.0,0.0,2.54463991392534e-05,8.0,1.6600849141648377e-05,3.5328743583675954e-05,3.0,14.0
1610,Stillwater,MT,6536,0.0,0.0,3.9792731936104175e-05,2.0,2.425172215914601e-05,5.380790083308347e-05,0.0,5.0
1611,Sweet grass,MT,3154,0.0,0.0,4.2574266221638e-05,1.0,2.7459517726963435e-05,5.9976932930302756e-05,0.0,3.0
1612,Teton,MT,6271,2.0,3.1892840057407112,4.4186329037863945e-05,3.0,2.8840639233170647e-05,5.950147276787699e-05,0.0,5.0
1613,Toole,MT,5046,0.0,0.0,4.10629816247616e-05,2.0,2.6495969603669726e-05,5.6004330294331925e-05,0.0,4.0
1614,Treasure,MT,874,0.0,0.0,4.478087730846283e-05,0.0,2.7650066925930937e-05,6.116820122789358e-05,0.0,1.0
1615,Valley,MT,8239,0.0,0.0,3.846350649957567e-05,3.0,2.535355658808215e-05,5.391835738521316e-05,0.0,6.0
1616,Wheatland,MT,2246,1.0,4.452359750667855,4.53910582396988e-05,1.0,2.8585147293549704e-05,6.106213808640915e-05,0.0,2.0
1617,Wibaux,MT,1191,1.0,8.39630562552477,4.72256645721345e-05,0.0,3.0902006225187375e-05,6.454489256191758e-05,0.0,2.0
1618,Yellowstone,MT,113419,25.0,2.2042162247947874,2.8465089272008334e-05,32.0,2.1569813653147797e-05,3.520446553759369e-05,20.0,44.0
1619,Yellowstone national park,MT,52,0.0,0.0,4.5650700682620674e-05,0.0,2.8983321073560632e-05,6.328425369758728e-05,0.0,0.0
1620,Adams,NE,29625,11.0,3.713080168776372,4.2252104427765874e-05,12.0,3.083360290895727e-05,5.4568445289630584e-05,5.0,18.0
1621,Antelope,NE,7965,3.0,3.766478342749529,4.4321538835783716e-05,3.0,3.060788259447076e-05,6.132236477715203e-05,0.0,6.0
1622,Arthur,NE,462,0.0,0.0,4.529347114168548e-05,0.0,2.9205278355296894e-05,6.249153042840768e-05,0.0,1.0
1623,Banner,NE,852,0.0,0.0,4.501255019716998e-05,0.0,2.956617442954908e-05,6.312234433755495e-05,0.0,1.0
1624,Blaine,NE,675,0.0,0.0,4.474798362918553e-05,0.0,2.742485072457763e-05,6.083799722410176e-05,0.0,1.0
1625,Boone,NE,6667,1.0,1.4999250037498126,4.150804942332022e-05,3.0,2.632473541887762e-05,5.565894994153666e-05,0.0,5.0
1626,Box butte,NE,13130,0.0,0.0,3.511798195073867e-05,4.0,2.11038450103862e-05,4.743337992783138e-05,1.0,8.0
1627,Boyd,NE,2835,0.0,0.0,4.308946779951895e-05,1.0,2.6956946213692784e-05,5.874853618205826e-05,0.0,3.0
1628,Brown,NE,3657,3.0,8.203445447087779,4.8626903780052565e-05,2.0,3.291486337967921e-05,6.623777684441091e-05,0.0,4.0
1629,Buffalo,NE,37447,7.0,1.869308622853633,3.294308604711118e-05,12.0,2.2775847506006632e-05,4.348054885737842e-05,6.0,19.0
1630,Burt,NE,7868,2.0,2.5419420437214035,4.2220881076334015e-05,3.0,2.7886836837640515e-05,5.7834422728116735e-05,0.0,6.0
1631,Butler,NE,8601,4.0,4.650622020695269,4.562407598776668e-05,4.0,3.1121884891949045e-05,6.178249985741404e-05,1.0,7.0
1632,Cass,NE,21318,3.0,1.4072614691809735,3.5244480145113356e-05,7.0,2.368456628805123e-05,4.806617842671015e-05,2.0,12.0
1633,Cedar,NE,10131,8.0,7.896555127825488,5.2266472126193735e-05,5.0,3.540629992413658e-05,6.861037435190066e-05,2.0,9.0
1634,Chase,NE,4381,0.0,0.0,4.1495591469599327e-05,2.0,2.6490525131048294e-05,5.688893313184534e-05,0.0,4.0
1635,Cherry,NE,6307,1.0,1.5855398763278896,4.193049625904936e-05,3.0,2.7973488299261226e-05,5.8371795668653455e-05,0.0,5.0
1636,Cheyenne,NE,9494,4.0,4.213187276174426,4.49931868854969e-05,4.0,3.113733032248114e-05,6.0800787656219755e-05,0.0,7.0
1637,Clay,NE,7123,1.0,1.4039028499227852,4.120634924218396e-05,3.0,2.5719186139555073e-05,5.5232538581462146e-05,1.0,6.0
1638,Colfax,NE,9139,3.0,3.28263486158223,4.32143203404417e-05,4.0,2.7693723721992184e-05,5.7668695839010826e-05,1.0,7.0
1639,Cuming,NE,10117,2.0,1.9768706138183256,4.0881671569443174e-05,4.0,2.703291647277449e-05,5.6444300537883876e-05,1.0,7.0
1640,Custer,NE,12270,5.0,4.074979625101873,4.4615858043577046e-05,5.0,2.9219204623718126e-05,5.89618432212408e-05,1.0,9.0
1641,Dakota,NE,16742,6.0,3.5838012184924137,4.313920681455814e-05,7.0,3.0477135846563802e-05,5.8976245768404826e-05,3.0,12.0
1642,Dawes,NE,9021,3.0,3.3255736614566014,4.347250938176883e-05,4.0,2.918519315927427e-05,5.8320118994175615e-05,1.0,7.0
1643,Dawson,NE,19940,4.0,2.0060180541624875,3.740038663981332e-05,7.0,2.429957882470836e-05,4.991908388596042e-05,2.0,12.0
1644,Deuel,NE,2237,0.0,0.0,4.3453246117807496e-05,1.0,2.816989941897421e-05,6.0231073558076466e-05,0.0,2.0
1645,Dixon,NE,6143,3.0,4.883607357968419,4.6113140483045956e-05,3.0,2.9702704690172078e-05,6.25296998292811e-05,0.0,5.0
1646,Dodge,NE,34500,8.0,2.318840579710145,3.577063482826463e-05,12.0,2.5326599161377523e-05,4.714294860291586e-05,6.0,19.0
1647,Douglas,NE,416444,94.0,2.2572062510205453,2.473313062700955e-05,103.0,2.0814714302600495e-05,2.836095771354449e-05,78.0,125.0
1648,Dundy,NE,2582,1.0,3.8729666924864445,4.5002735307646965e-05,1.0,2.9534833814363226e-05,6.167991351875298e-05,0.0,3.0
1649,Fillmore,NE,7103,5.0,7.039279177812192,4.935649039654349e-05,3.0,3.393719576704306e-05,6.64791855153116e-05,0.0,6.0
1650,Franklin,NE,3938,4.0,10.15744032503809,5.008038034732658e-05,2.0,3.560941212889567e-05,6.864087874879231e-05,0.0,4.0
1651,Frontier,NE,3101,0.0,0.0,4.269565717922956e-05,1.0,2.8136935339350673e-05,6.0030633647780696e-05,0.0,3.0
1652,Furnas,NE,5553,3.0,5.4024851431658565,4.6853522657278805e-05,2.0,2.9419114614382063e-05,6.217019677701894e-05,0.0,5.0
1653,Gage,NE,22794,5.0,2.193559708695271,3.735849294448267e-05,8.0,2.5447084407947986e-05,4.955166631906743e-05,3.0,13.0
1654,Garden,NE,2460,0.0,0.0,4.341246024660069e-05,1.0,2.804917547914554e-05,5.97237178243803e-05,0.0,2.0
1655,Garfield,NE,2141,1.0,4.670714619336759,4.58460826578157e-05,1.0,2.9606938893407134e-05,6.222374612012665e-05,0.0,2.0
1656,Gosper,NE,1928,0.0,0.0,4.371590176488781e-05,1.0,2.9139448634006715e-05,6.175807436902423e-05,0.0,2.0
1657,Grant,NE,769,0.0,0.0,4.49900090109488e-05,0.0,2.9718949193159445e-05,6.320653103724173e-05,0.0,1.0
1658,Greeley,NE,3006,0.0,0.0,4.2970783367119006e-05,1.0,2.7016443561083273e-05,5.9084598466471135e-05,0.0,3.0
1659,Hall,NE,48925,8.0,1.6351558507920287,2.9921302460423874e-05,14.0,2.1264963249796304e-05,3.998876940723414e-05,6.0,21.0
1660,Hamilton,NE,8862,1.0,1.128413450688332,3.9950306940261736e-05,3.0,2.5896327295419287e-05,5.49707882924941e-05,0.0,6.0
1661,Harlan,NE,3810,0.0,0.0,4.209663881928706e-05,1.0,2.6463525923682907e-05,5.748740136778254e-05,0.0,3.0
1662,Hayes,NE,1222,0.0,0.0,4.4492486071799164e-05,0.0,2.679933520116246e-05,6.0623770479589965e-05,0.0,2.0
1663,Hitchcock,NE,3750,0.0,0.0,4.1806183210225785e-05,1.0,2.8032978421691864e-05,5.950183244536228e-05,0.0,3.0
1664,Holt,NE,12599,3.0,2.3811413604254312,4.0768913698192085e-05,5.0,2.6872707363807685e-05,5.488230979533161e-05,1.0,9.0
1665,Hooker,NE,793,0.0,0.0,4.507129297979297e-05,0.0,2.8384482119307525e-05,6.127327951112099e-05,0.0,1.0
1666,Howard,NE,6055,1.0,1.6515276630883569,4.21093164346964e-05,2.0,2.6482231153628768e-05,5.730790003870927e-05,0.0,5.0
1667,Jefferson,NE,8759,2.0,2.2833656810138145,4.182761445842877e-05,4.0,2.6886780518074858e-05,5.643163277407363e-05,1.0,7.0
1668,Johnson,NE,4673,2.0,4.279905842071473,4.5611063900612694e-05,2.0,3.094984196157822e-05,6.303718500557625e-05,0.0,4.0
1669,Kearney,NE,6629,0.0,0.0,3.947814295336772e-05,3.0,2.5355998958235353e-05,5.479493438250433e-05,0.0,5.0
1670,Keith,NE,8584,2.0,2.3299161230195717,4.210779220507545e-05,3.0,2.6506535868536207e-05,5.699065314332438e-05,0.0,6.0
1671,Keya paha,NE,1029,0.0,0.0,4.432939196500998e-05,0.0,2.9345399380520745e-05,6.187024732932007e-05,0.0,1.0
1672,Kimball,NE,4108,1.0,2.4342745861733204,4.383437149527073e-05,2.0,2.884525295547493e-05,5.931539995518029e-05,0.0,4.0
1673,Knox,NE,9534,4.0,4.195510803440318,4.51668882369351e-05,4.0,3.0480057100695326e-05,6.0985387735261913e-05,0.0,7.0
1674,Lancaster,NE,213641,42.0,1.9659147822749377,2.4062979229240976e-05,51.0,1.913509566737371e-05,2.9175681887355192e-05,34.0,66.0
1675,Lincoln,NE,32508,9.0,2.768549280177188,3.795617506568879e-05,12.0,2.69858135732282e-05,4.965317119638102e-05,6.0,19.0
1676,Logan,NE,878,0.0,0.0,4.5087581523982347e-05,0.0,2.8713700596074072e-05,6.15884891857963e-05,0.0,1.0
1677,Loup,NE,683,0.0,0.0,4.5123856355753956e-05,0.0,2.8113021408641793e-05,6.181471646919994e-05,0.0,1.0
1678,Madison,NE,32655,9.0,2.7560863573725305,3.800455699686535e-05,12.0,2.7341666641988568e-05,5.0030689003614654e-05,6.0,19.0
1679,Mcpherson,NE,546,0.0,0.0,4.481499888866684e-05,0.0,2.907159214440499e-05,6.286716465086307e-05,0.0,1.0
1680,Merrick,NE,8042,1.0,1.2434717731907483,4.01936494372599e-05,3.0,2.723207153831976e-05,5.6138843165772076e-05,0.0,6.0
1681,Morrill,NE,5423,1.0,1.843997787202656,4.245705268790542e-05,2.0,2.813483811315981e-05,5.8643588207258834e-05,0.0,5.0
1682,Nance,NE,4275,0.0,0.0,4.191090928169261e-05,2.0,2.6974041592952142e-05,5.857511173819076e-05,0.0,4.0
1683,Nemaha,NE,7980,2.0,2.5062656641604013,4.292600599885562e-05,3.0,2.7916790408172536e-05,5.789307461605769e-05,0.0,6.0
1684,Nuckolls,NE,5786,1.0,1.7283097131005878,4.233025011871853e-05,2.0,2.7770733399549895e-05,5.880796861845013e-05,0.0,5.0
1685,Otoe,NE,14252,3.0,2.1049677238282345,3.940403670300088e-05,5.0,2.6609899790638305e-05,5.3587173349933245e-05,1.0,9.0
1686,Pawnee,NE,3317,1.0,3.014772384684957,4.4862608151485644e-05,1.0,2.9136821899500227e-05,6.150442287917044e-05,0.0,3.0
1687,Perkins,NE,3367,1.0,2.97000297000297,4.486786331235225e-05,1.0,2.9978698221612418e-05,6.232520704933465e-05,0.0,3.0
1688,Phelps,NE,9715,1.0,1.029336078229542,3.943377671672802e-05,4.0,2.6651694855567978e-05,5.526965369338014e-05,1.0,7.0
1689,Pierce,NE,7827,2.0,2.5552574421873007,4.2789747070877254e-05,3.0,2.8604782342066675e-05,5.9198536370077434e-05,0.0,6.0
1690,Platte,NE,29820,9.0,3.0181086519114686,3.9220677887161776e-05,12.0,2.7450219093021418e-05,5.078542658654593e-05,5.0,18.0
1691,Polk,NE,5675,0.0,0.0,4.024010585581277e-05,2.0,2.6288440115941284e-05,5.612549333549772e-05,0.0,5.0
1692,Red willow,NE,11705,0.0,0.0,3.6013316878352546e-05,4.0,2.2146267553062016e-05,4.861880346839321e-05,1.0,8.0
